SHOT_RESULT,GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,player_name,player_id
missed,21400389,"DEC 19, 2014 - MEM vs. CHI",H,L,-6,1,1,87,11.8,2,2.1,16.5,2,"Brooks, Aaron",201166,1.4,beno urdih,2757
missed,21400893,"MAR 03, 2015 - WAS @ CHI",A,L,-5,5,3,259,24.0,0,0.3,4.3,2,"Noah, Joakim",201149,2.5,kevin seraphin,202338
missed,21400382,"DEC 18, 2014 - GSW vs. OKC",H,W,5,15,4,197,4.5,2,2.7,24.2,3,"Lamb, Jeremy",203087,2.6,klay thompson,202691
made,21400250,"DEC 01, 2014 - WAS vs. MIA",H,W,21,8,2,121,11.6,0,0.7,22.3,3,"Bosh, Chris",2547,6.5,rasual butler,2446
missed,21400791,"FEB 11, 2015 - WAS @ TOR",A,L,-2,3,2,359,9.2,0,2.4,7.5,2,"Ross, Terrence",203082,2.8,rasual butler,2446
missed,21400107,"NOV 11, 2014 - POR vs. CHA",H,W,2,6,2,203,13.3,0,0.8,23.1,3,"Walker, Kemba",202689,4.8,wesley matthews,202083
missed,21400120,"NOV 13, 2014 - DAL vs. PHI",H,W,53,1,1,323,14.5,0,0.0,4.7,2,"Sampson, JaKarr",203960,1.8,tyson chandler,2199
made,21400552,"JAN 10, 2015 - IND @ PHI",A,L,-1,3,2,475,14.4,9,10.0,20.2,2,"Carter-Williams, Michael",203487,4.2,donald sloan,202388
missed,21400522,"JAN 07, 2015 - NOP @ CHA",A,L,-4,8,4,300,9.0,4,3.7,5.3,2,"Zeller, Cody",203469,2.8,ryan anderson,201583
missed,21400821,"FEB 22, 2015 - NYK vs. CLE",H,L,-18,3,1,233,19.4,0,1.0,21.5,2,"Irving, Kyrie",202681,4.8,quincy acy,203112
made,21400783,"FEB 10, 2015 - DET @ CHA",A,W,28,2,1,579,5.4,1,1.6,5.7,2,"Zeller, Cody",203469,0.6,greg monroe,202328
missed,21400457,"DEC 28, 2014 - DEN vs. TOR",H,L,-14,6,2,434,13.5,0,0.9,25.0,3,"Johnson, James",201949,4.4,wilson chandler,201163
made,21400410,"DEC 22, 2014 - TOR @ CHI",A,L,-9,5,4,675,1.0,0,0.8,17.0,2,"Gibson, Taj",201959,4.2,patrick patterson,202335
missed,21400833,"FEB 23, 2015 - TOR @ NOP",A,L,-3,19,4,1,0.0,5,3.7,26.9,3,"Fredette, Jimmer",202690,4.3,kyle lowry,200768
made,21400322,"DEC 10, 2014 - SAS vs. NYK",H,W,14,9,3,176,4.4,0,3.1,24.6,3,"Prigioni, Pablo",203143,3.0,marco belinelli,201158
missed,21400763,"FEB 07, 2015 - MIL vs. BOS",H,W,3,1,1,556,14.1,0,0.8,25.3,3,"Turner, Evan",202323,7.4,jared dudley,201162
missed,21400247,"NOV 30, 2014 - POR vs. MIN",H,W,14,7,1,222,14.0,0,10.8,3.0,2,"Dieng, Gorgui",203476,3.4,lamarcus aldridge,200746
missed,21400481,"DEC 31, 2014 - NOP @ SAS",A,L,-2,4,3,705,9.0,1,1.1,21.2,2,"Bonner, Matt",2588,5.7,anthony davis,203076
missed,21400732,"FEB 04, 2015 - ATL vs. WAS",H,W,9,4,1,500,9.4,0,0.8,9.6,2,"Beal, Bradley",203078,3.1,al horford,201143
missed,21400412,"DEC 22, 2014 - MEM vs. UTA",H,L,-6,2,1,382,16.9,0,0.0,0.7,2,"Favors, Derrick",202324,1.9,kosta koufos,201585
made,21400282,"DEC 05, 2014 - MEM vs. SAS",H,L,-6,2,1,310,17.3,7,5.9,3.0,2,"Bonner, Matt",2588,3.3,mike conley,201144
missed,21400371,"DEC 17, 2014 - BOS vs. ORL",H,W,17,4,3,346,11.1,0,0.8,21.6,2,"Fournier, Evan",203095,4.1,avery bradley,202340
missed,21400490,"JAN 02, 2015 - IND @ MIL",A,W,3,5,3,341,4.1,0,1.2,21.2,2,"Middleton, Khris",203114,4.8,rodney stuckey,201155
missed,21400266,"DEC 03, 2014 - SAS @ BKN",A,L,-2,4,4,706,10.5,0,1.9,5.5,2,"Lopez, Brook",201572,2.3,aron baynes,203382
missed,21400290,"DEC 06, 2014 - PHX @ HOU",A,L,-5,5,1,62,14.0,2,2.1,13.8,2,"Beverley, Patrick",201976,2.0,gerald green,101123
made,21400311,"DEC 09, 2014 - NYK @ NOP",A,L,-11,14,3,513,7.6,0,0.7,5.1,2,"Asik, Omer",201600,1.6,amare stoudemire,2405
made,21400559,"JAN 11, 2015 - MIA @ LAC",A,W,14,12,3,591,9.2,0,1.3,11.9,2,"Jordan, DeAndre",201599,4.5,chris bosh,2547
missed,21400661,"JAN 25, 2015 - ATL vs. MIN",H,W,12,9,2,37,11.7,1,2.6,2.0,2,"Dieng, Gorgui",203476,1.9,jeff teague,201952
made,21400834,"FEB 23, 2015 - BKN @ DEN",A,W,28,1,1,216,10.2,1,2.6,7.2,2,"Harris, Gary",203914,1.4,thaddeus young,201152
missed,21400522,"JAN 07, 2015 - NOP @ CHA",A,L,-4,1,1,401,20.0,2,2.4,2.6,2,"Zeller, Cody",203469,1.6,tyreke evans,201936
missed,21400463,"DEC 29, 2014 - WAS @ HOU",A,W,1,3,1,31,20.5,3,3.6,25.3,3,"Brewer, Corey",201147,5.3,john wall,202322
missed,21400772,"FEB 08, 2015 - SAS @ TOR",A,L,-5,13,4,257,24.0,0,0.3,2.2,2,"Valanciunas, Jonas",202685,2.5,tim duncan,1495
missed,21400003,"OCT 28, 2014 - LAL vs. HOU",H,L,-18,1,1,458,10.8,2,3.1,4.7,2,"Jones, Terrence",203093,1.5,jeremy lin,202391
made,21400446,"DEC 27, 2014 - MIA vs. MEM",H,L,-8,14,4,270,11.9,2,3.7,2.8,2,"Gasol, Marc",201188,5.5,dwayne wade,2548
made,21400546,"JAN 09, 2015 - SAC vs. DEN",H,L,-10,5,2,131,20.5,5,4.9,2.6,2,"Lawson, Ty",201951,2.4,darren collison,201954
made,21400813,"FEB 20, 2015 - BOS @ SAC",A,L,-8,3,1,435,6.9,0,0.5,4.2,2,"Cousins, DeMarcus",202326,2.4,tyler zeller,203092
made,21400158,"NOV 18, 2014 - NOP @ SAC",A,W,6,16,3,265,18.5,0,0.5,5.0,2,"Thompson, Jason",201574,5.7,anthony davis,203076
made,21400418,"DEC 23, 2014 - BOS @ ORL",A,L,-5,5,3,231,19.9,0,1.0,5.6,2,"Frye, Channing",101112,0.4,tyler zeller,203092
made,21400743,"FEB 05, 2015 - CLE vs. LAC",H,W,11,8,2,497,17.5,5,6.0,8.2,2,"Hawes, Spencer",201150,0.0,lebron james,2544
made,21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,4,2,392,15.6,2,3.6,16.6,2,"Williams, Shawne",200761,4.5,lance stephenson,202362
made,21400681,"JAN 28, 2015 - POR @ CLE",A,L,-5,22,4,152,5.9,5,5.5,5.9,2,"Irving, Kyrie",202681,2.8,lamarcus aldridge,200746
made,21400412,"DEC 22, 2014 - MEM vs. UTA",H,L,-6,4,2,195,13.4,0,0.9,2.8,2,"Gobert, Rudy",203497,2.7,kosta koufos,201585
missed,21400196,"NOV 23, 2014 - GSW @ OKC",A,W,5,1,2,686,6.1,2,3.0,18.2,2,"Perkins, Kendrick",2570,4.7,harrison barnes,203084
missed,21400656,"JAN 24, 2015 - WAS @ POR",A,L,-7,9,3,236,16.5,4,4.2,12.0,2,"Barton, Will",203115,4.8,paul pierce,1718
made,21400583,"JAN 14, 2015 - POR vs. LAC",H,L,-6,5,4,618,15.2,2,3.0,7.8,2,"Griffin, Blake",201933,4.5,cj mccollum,203468
made,21400749,"FEB 06, 2015 - GSW @ ATL",A,L,-8,14,3,228,16.0,9,8.5,26.6,3,"Bazemore, Kent",203145,5.2,stephen curry,201939
made,21400394,"DEC 20, 2014 - POR @ NOP",A,W,26,5,2,233,20.6,4,3.9,3.7,2,"Holiday, Jrue",201950,12.5,nicolas batum,201587
missed,21400046,"NOV 03, 2014 - DAL vs. BOS",H,W,5,9,3,404,14.7,9,9.4,16.0,2,"Olynyk, Kelly",203482,5.6,chandler parsons,202718
missed,21400330,"DEC 12, 2014 - ORL @ ATL",A,L,-6,11,3,212,13.5,0,0.7,2.8,2,"Schroder, Dennis",203471,2.6,evan fournier,203095
missed,21400315,"DEC 09, 2014 - LAL vs. SAC",H,W,3,10,3,1,0.0,0,1.2,40.4,3,"Williams, Derrick",202682,4.1,nick young,201156
made,21400458,"DEC 28, 2014 - PHX @ LAL",A,W,9,6,4,312,24.0,0,0.5,1.2,2,"Lin, Jeremy",202391,4.2,alex len,203458
missed,21400467,"DEC 30, 2014 - BKN @ CHI",A,W,14,3,3,547,9.7,0,3.0,23.6,3,"Dunleavy, Mike",2399,4.5,alan anderson,101187
made,21400103,"NOV 11, 2014 - TOR vs. ORL",H,W,4,4,4,591,18.9,0,0.8,23.2,3,"Frye, Channing",101112,9.3,patrick patterson,202335
missed,21400627,"JAN 21, 2015 - NYK @ PHI",A,W,7,1,1,269,10.5,3,2.9,22.0,2,"Grant, Jerami",203924,3.9,time hardaway jr,203501
missed,21400665,"JAN 25, 2015 - GSW vs. BOS",H,W,3,4,4,633,10.7,3,3.8,16.0,2,"Wallace, Gerald",2222,4.2,andre iguodala,2738
missed,21400413,"DEC 22, 2014 - DAL vs. ATL",H,L,-3,6,2,1,0.0,3,3.8,3.5,2,"Korver, Kyle",2594,16.6,mnta ellis,101145
made,21400115,"NOV 12, 2014 - DEN vs. POR",H,L,-17,10,3,333,0.0,0,1.1,2.0,2,"Blake, Steve",2581,0.7,darrell arthur,201589
missed,21400687,"JAN 28, 2015 - NOP vs. DEN",H,L,-8,12,3,490,8.0,2,3.5,14.0,2,"Chandler, Wilson",201163,3.6,anthony davis,203076
missed,21400752,"FEB 06, 2015 - TOR vs. LAC",H,W,16,7,3,446,13.0,1,1.8,22.5,3,"Barnes, Matt",2440,2.3,lou williams,101150
missed,21400098,"NOV 10, 2014 - NOP @ CLE",A,L,-7,4,1,53,10.0,2,2.0,12.6,2,"Irving, Kyrie",202681,1.0,jrue holiday,201950
made,21400381,"DEC 18, 2014 - MIL @ SAC",A,W,1,5,2,445,16.6,9,7.4,19.4,2,"Collison, Darren",201954,1.8,brandon knight,202688
missed,21400075,"NOV 07, 2014 - BKN vs. NYK",H,W,11,6,4,427,18.4,1,1.6,23.9,3,"Early, Cleanthony",203921,4.7,alan anderson,101187
missed,21400418,"DEC 23, 2014 - ORL vs. BOS",H,W,5,4,2,400,9.3,5,4.5,20.2,2,"Bass, Brandon",101138,8.2,tobias harris,202699
missed,21400282,"DEC 05, 2014 - SAS @ MEM",A,W,6,3,4,686,9.6,5,4.6,11.9,2,"Prince, Tayshaun",2419,6.1,boris diaw,2564
missed,21400564,"JAN 12, 2015 - HOU @ BKN",A,W,14,1,1,383,21.9,1,1.0,5.0,2,"Plumlee, Mason",203486,2.4,donatas motiejunas,202700
made,21400397,"DEC 20, 2014 - SAS @ DAL",A,L,-6,2,2,267,12.7,2,3.7,5.9,2,"Parsons, Chandler",202718,1.0,matt bonner,2588
made,21400050,"NOV 04, 2014 - MIA vs. HOU",H,L,-17,6,2,319,19.0,0,1.4,0.7,2,"Papanikolaou, Kostas",203123,3.1,dwayne wade,2548
missed,21400289,"DEC 06, 2014 - CHI vs. GSW",H,L,-10,2,2,630,13.7,4,3.2,2.9,2,"Speights, Marreese",201578,0.0,aaron brooks,201166
missed,21400416,"DEC 23, 2014 - MIN @ CLE",A,L,-21,3,1,462,23.2,0,0.9,25.1,3,"Irving, Kyrie",202681,4.8,shabazz muhammad,203498
missed,21400051,"NOV 04, 2014 - NYK vs. WAS",H,L,-15,6,1,230,15.9,0,0.8,17.9,2,"Porter, Otto",203490,4.9,carmelo anthony,2546
missed,21400304,"DEC 08, 2014 - TOR vs. DEN",H,W,5,6,1,76,2.0,0,2.0,21.3,2,"Mozgov, Timofey",202389,4.5,jonas valanciunas,202685
missed,21400543,"JAN 09, 2015 - WAS vs. CHI",H,W,16,5,3,516,15.5,0,0.2,8.0,2,"Butler, Jimmy",202710,2.3,paul pierce,1718
missed,21400682,"JAN 28, 2015 - PHI vs. DET",H,W,20,3,2,111,0.5,0,2.4,4.0,2,"Monroe, Greg",202328,0.1,jerami grant,203924
missed,21400359,"DEC 15, 2014 - TOR vs. ORL",H,W,13,6,3,596,8.5,2,2.4,24.7,3,"Harris, Tobias",202699,4.6,terrence ross,203082
missed,21400150,"NOV 17, 2014 - DET vs. ORL",H,L,-14,10,4,138,24.0,0,0.6,2.6,2,"Frye, Channing",101112,1.2,jonas jerebko,201973
made,21400907,"MAR 04, 2015 - GSW vs. MIL",H,W,9,13,4,555,18.0,0,1.1,27.3,3,"Middleton, Khris",203114,1.8,stephen curry,201939
missed,21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,4,2,368,24.0,0,0.9,2.5,2,"Snell, Tony",203503,1.5,al jefferson,2744
made,21400075,"NOV 07, 2014 - BKN vs. NYK",H,W,11,4,1,140,16.1,9,7.9,5.3,2,"Shumpert, Iman",202697,0.6,deron williams,101114
missed,21400548,"JAN 09, 2015 - ORL @ LAL",A,L,-17,9,2,152,0.0,3,3.7,6.4,2,"Kelly, Ryan",203527,2.1,tobias harris,202699
made,21400206,"NOV 25, 2014 - MIA vs. GSW",H,L,-17,5,3,336,14.4,0,1.0,24.0,3,"Barnes, Harrison",203084,15.3,shawne williams,200761
made,21400141,"NOV 15, 2014 - LAC vs. PHX",H,W,13,4,2,179,6.1,1,2.5,12.9,2,"Green, Gerald",101123,4.5,chris paul,101108
missed,21400754,"FEB 06, 2015 - MEM @ MIN",A,L,-1,7,3,118,5.2,0,1.6,16.7,2,"Williams, Mo",2590,4.1,courtney lee,201584
missed,21400632,"JAN 21, 2015 - LAL @ NOP",A,L,-16,5,2,85,13.8,0,1.0,14.0,2,"Gordon, Eric",201569,2.7,wesley johnson,202325
made,21400837,"FEB 23, 2015 - LAC vs. MEM",H,L,-3,1,2,706,9.5,0,0.4,0.1,2,"Koufos, Kosta",201585,3.3,glen davis,201175
missed,21400843,"FEB 25, 2015 - DAL @ ATL",A,L,-17,6,4,617,9.7,0,2.6,19.4,2,"Korver, Kyle",2594,4.4,richard jefferson,2210
made,21400734,"FEB 04, 2015 - TOR vs. BKN",H,L,-16,1,1,661,16.8,8,7.4,18.8,2,"Jack, Jarrett",101127,4.4,kyle lowry,200768
missed,21400287,"DEC 05, 2014 - IND @ SAC",A,L,-1,3,2,158,0.9,3,8.9,12.9,2,"Collison, Darren",201954,3.5,rodney stuckey,201155
missed,21400367,"DEC 16, 2014 - NYK vs. DAL",H,L,-20,2,1,195,2.4,0,1.5,21.2,2,"Parsons, Chandler",202718,2.8,jason smith,201160
made,21400188,"NOV 22, 2014 - HOU vs. DAL",H,W,3,5,2,414,18.6,0,0.8,22.1,3,"Nowitzki, Dirk",1717,5.7,jason terry,1891
made,21400012,"OCT 29, 2014 - HOU @ UTA",A,W,11,4,2,491,15.0,3,3.5,4.6,2,"Burks, Alec",202692,1.5,trevor ariza,2772
made,21400085,"NOV 08, 2014 - MIA vs. MIN",H,W,10,2,4,601,20.8,0,0.8,4.9,2,"Williams, Mo",2590,2.8,james ennis,203516
made,21400385,"DEC 19, 2014 - BOS vs. MIN",H,W,16,11,4,299,11.0,0,1.0,23.2,3,"Dieng, Gorgui",203476,5.6,jeff green,201145
made,21400530,"JAN 07, 2015 - DEN vs. ORL",H,W,3,2,2,639,19.4,0,0.8,3.8,2,"Frye, Channing",101112,2.6,jj hickson,201581
missed,21400643,"JAN 23, 2015 - CLE vs. CHA",H,W,39,6,3,434,12.4,3,6.1,13.5,2,"Biyombo, Bismack",202687,4.5,kevin love,201567
missed,21400145,"NOV 16, 2014 - LAL vs. GSW",H,L,-21,11,3,654,14.2,1,1.7,13.6,2,"Bogut, Andrew",101106,5.6,carlos boozer,2430
made,21400758,"FEB 07, 2015 - NOP vs. CHI",H,L,-35,2,2,412,7.3,2,2.7,3.7,2,"Gibson, Taj",201959,3.2,jimmer dredette,202690
made,21400410,"DEC 22, 2014 - CHI vs. TOR",H,W,9,5,1,250,19.7,2,3.6,5.7,2,"Ross, Terrence",203082,0.9,derrick rose,201565
missed,21400485,"JAN 02, 2015 - BKN @ ORL",A,W,2,6,3,122,14.5,0,0.9,24.1,3,"Frye, Channing",101112,5.9,mirza teletovic,203141
missed,21400870,"FEB 28, 2015 - WAS vs. DET",H,W,4,5,2,673,18.3,1,2.4,24.7,3,"Butler, Caron",2406,5.1,paul pierce,1718
missed,21400036,"NOV 01, 2014 - DEN @ OKC",A,L,-11,10,3,96,1.2,0,0.9,26.6,3,"Telfair, Sebastian",2742,7.8,wilson chandler,201163
made,21400063,"NOV 05, 2014 - WAS vs. IND",H,W,2,5,1,151,13.8,11,10.4,9.5,2,"Sloan, Donald",202388,2.8,john wall,202322
missed,21400060,"NOV 05, 2014 - BKN vs. MIN",H,L,-7,6,3,704,7.9,1,2.9,8.8,2,"Young, Thaddeus",201152,0.1,kevin garnett,708
missed,21400210,"NOV 26, 2014 - POR @ CHA",A,W,8,14,4,329,9.9,9,8.1,17.2,2,"Walker, Kemba",202689,2.8,damian lillard,203081
missed,21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,2,1,457,11.2,0,1.1,16.1,2,"Asik, Omer",201600,5.7,al jefferson,2744
made,21400168,"NOV 19, 2014 - OKC @ DEN",A,L,-7,7,4,353,6.0,6,8.6,11.1,2,"Arthur, Darrell",201589,3.5,anthony morrow,201627
made,21400466,"DEC 30, 2014 - ATL vs. CLE",H,W,8,6,2,482,16.4,0,0.8,4.2,2,"Jones, James",2592,3.7,paul millsap,200794
missed,21400729,"FEB 03, 2015 - POR vs. UTA",H,W,1,16,4,92,10.8,1,3.2,4.6,2,"Gobert, Rudy",203497,0.1,lamarcus aldridge,200746
made,21400278,"DEC 05, 2014 - DEN @ WAS",A,L,-30,7,4,101,11.1,0,0.6,5.9,2,"Seraphin, Kevin",202338,2.2,jj hickson,201581
missed,21400729,"FEB 03, 2015 - UTA @ POR",A,L,-1,10,3,152,4.6,0,0.8,25.3,3,"Blake, Steve",2581,4.4,trey burke,203504
made,21400196,"NOV 23, 2014 - GSW @ OKC",A,W,5,13,3,3,0.0,0,0.8,5.4,2,"Collison, Nick",2555,0.0,marreese speights,201578
missed,21400441,"DEC 26, 2014 - PHI @ POR",A,L,-21,3,4,710,14.4,3,3.7,1.0,2,"Wright, Dorell",2748,0.5,jerami grant,203924
missed,21400363,"DEC 16, 2014 - WAS vs. MIN",H,W,14,3,4,16,10.7,2,2.0,6.7,2,"Adrien, Jeff",202399,1.8,garrett temple,202066
missed,21400596,"JAN 16, 2015 - PHX vs. MIN",H,W,11,7,4,543,8.0,2,3.4,24.4,3,"Hummel, Robbie",203133,3.3,marcus morris,202694
made,21400232,"NOV 28, 2014 - PHX @ DEN",A,L,-25,3,3,251,11.7,0,1.2,24.7,3,"Hickson, JJ",201581,8.4,pj tucker,200782
missed,21400325,"DEC 10, 2014 - MIA @ DEN",A,L,-20,7,2,473,6.8,17,16.1,19.6,2,"Arthur, Darrell",201589,3.2,dwayne wade,2548
made,21400638,"JAN 22, 2015 - UTA @ MIL",A,W,2,7,3,574,14.9,0,0.8,3.3,2,"Pachulia, Zaza",2585,3.7,rudy gobert,203497
missed,21400792,"FEB 11, 2015 - SAC @ MIL",A,L,-8,3,2,504,14.2,1,1.3,16.9,2,"Pachulia, Zaza",2585,5.0,carl landry,201171
missed,21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8,13,4,93,4.6,0,1.0,2.5,2,"Vucevic, Nikola",202696,2.0,michael kidd-gilchrist,203077
missed,21400661,"JAN 25, 2015 - ATL vs. MIN",H,W,12,1,2,183,11.0,0,0.6,23.1,3,"Young, Thaddeus",201152,9.6,kent bazemore,203145
missed,21400098,"NOV 10, 2014 - CLE vs. NOP",H,W,7,16,3,67,11.2,0,2.5,24.8,3,"Davis, Anthony",203076,5.5,kyrie irving,202681
missed,21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,6,2,391,11.2,0,0.9,19.5,2,"Chandler, Wilson",201163,10.4,michael kidd-gilchrist,203077
made,21400251,"DEC 01, 2014 - DEN @ UTA",A,W,2,5,1,203,24.0,0,0.0,0.5,2,"Kanter, Enes",202683,0.9,wilson chandler,201163
made,21400533,"JAN 07, 2015 - IND @ GSW",A,L,-15,2,1,542,6.1,0,0.9,23.2,3,"Green, Draymond",203110,10.5,solomon hill,203524
made,21400065,"NOV 05, 2014 - MEM @ PHX",A,W,11,3,3,178,9.8,5,4.1,18.8,2,"Thomas, Isaiah",202738,2.8,beno urdih,2757
made,21400870,"FEB 28, 2015 - WAS vs. DET",H,W,4,11,3,72,5.1,3,4.5,9.1,2,"Monroe, Greg",202328,3.1,nene hilario,2403
made,21400419,"DEC 23, 2014 - CHI @ WAS",A,W,8,2,1,521,18.9,1,1.4,17.4,2,"Pierce, Paul",1718,5.2,jimmy butler,202710
made,21400228,"NOV 28, 2014 - HOU vs. LAC",H,L,-17,9,3,138,18.3,5,4.2,4.8,2,"Turkoglu, Hedo",2045,2.2,james harden,201935
missed,21400490,"JAN 02, 2015 - IND @ MIL",A,W,3,8,4,282,12.5,13,10.0,16.5,2,"Knight, Brandon",202688,3.8,donald sloan,202388
made,21400906,"MAR 04, 2015 - SAC @ SAS",A,L,-27,7,1,265,12.0,0,1.9,1.8,2,"Splitter, Tiago",201168,0.6,demarcus cousins,202326
missed,21400189,"NOV 22, 2014 - SAC @ MIN",A,W,12,17,4,443,11.7,0,0.4,5.0,2,"Brewer, Corey",201147,2.9,ben mclemore,203463
made,21400778,"FEB 09, 2015 - MIL vs. BKN",H,W,6,1,1,641,12.5,0,0.8,24.5,3,"Jack, Jarrett",101127,6.3,jared dudley,201162
made,21400497,"JAN 03, 2015 - MIA @ HOU",A,L,-36,10,3,327,20.1,1,1.4,0.4,2,"Motiejunas, Donatas",202700,2.2,dwayne wade,2548
made,21400699,"JAN 30, 2015 - TOR @ BKN",A,W,5,1,1,51,16.0,4,5.4,9.2,2,"Jack, Jarrett",101127,4.4,lou williams,101150
missed,21400234,"NOV 28, 2014 - LAL vs. MIN",H,L,-1,8,2,257,10.9,2,6.6,5.0,2,"Hummel, Robbie",203133,1.1,kobe bryant,977
made,21400878,"MAR 01, 2015 - OKC @ LAL",A,W,7,7,2,1,0.0,2,3.0,32.0,3,"Clarkson, Jordan",203903,5.1,dj augustin,201571
missed,21400901,"MAR 04, 2015 - HOU vs. MEM",H,L,-2,10,3,248,13.3,0,1.1,24.1,3,"Lee, Courtney",201584,11.8,donatas motiejunas,202700
made,21400390,"DEC 19, 2014 - SAS vs. POR",H,L,-10,22,6,121,3.4,4,9.5,10.4,2,"Aldridge, LaMarcus",200746,2.0,tim duncan,1495
missed,21400857,"FEB 27, 2015 - WAS @ PHI",A,L,-8,1,1,689,20.4,0,0.9,15.0,2,"Noel, Nerlens",203457,11.4,nene hilario,2403
missed,21400706,"JAN 31, 2015 - ORL vs. DAL",H,L,-15,6,3,435,14.3,3,2.0,2.9,2,"Smith, Greg",202962,0.7,aaron gordon,203932
missed,21400258,"DEC 02, 2014 - NOP vs. OKC",H,W,8,15,4,394,9.5,0,0.9,26.1,3,"Durant, Kevin",201142,5.2,ryan anderson,201583
missed,21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,4,3,582,12.1,0,1.0,20.9,2,"Boozer, Carlos",2430,6.6,cody zeller,203469
made,21400489,"JAN 02, 2015 - WAS @ OKC",A,L,-7,2,2,635,9.2,0,0.9,2.8,2,"Jackson, Reggie",202704,1.6,andre miller,1889
missed,21400492,"JAN 02, 2015 - ATL @ UTA",A,W,6,3,1,0,0.0,2,0.9,27.6,3,"Ingles, Joe",204060,7.4,mike scott,203118
missed,21400116,"NOV 12, 2014 - PHX vs. BKN",H,W,8,3,1,390,12.2,0,0.7,21.0,2,"Garnett, Kevin",708,5.3,markieff morris,202693
missed,21400374,"DEC 17, 2014 - BKN @ TOR",A,L,-16,5,4,560,11.7,4,3.4,9.9,2,"Vasquez, Greivis",202349,2.0,jarrett jack,101127
missed,21400880,"MAR 01, 2015 - GSW @ BOS",A,W,5,1,2,559,16.3,7,4.8,7.0,2,"Crowder, Jae",203109,2.5,leandro barbosa,2571
made,21400602,"JAN 17, 2015 - CHI vs. ATL",H,L,-8,18,4,267,19.6,0,1.2,0.5,2,"Horford, Al",201143,4.2,derrick rose,201565
made,21400701,"JAN 30, 2015 - NOP vs. LAC",H,W,5,1,1,234,24.0,0,1.2,0.2,2,"Paul, Chris",101108,2.4,alexis ajinca,201582
missed,21400613,"JAN 19, 2015 - DET @ ATL",A,L,-11,9,4,79,16.2,9,7.7,24.9,3,"Teague, Jeff",201952,4.3,brandon jennings,201943
missed,21400748,"FEB 06, 2015 - LAL @ ORL",A,L,-6,8,3,187,5.0,5,4.4,15.5,2,"Vucevic, Nikola",202696,3.8,carlos boozer,2430
made,21400869,"FEB 27, 2015 - POR vs. OKC",H,W,3,14,3,239,12.4,4,5.4,3.9,2,"Ibaka, Serge",201586,0.8,lamarcus aldridge,200746
missed,21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,6,4,340,21.5,0,0.8,24.4,3,"Johnson, Wesley",202325,3.8,marvin williams,101107
made,21400316,"DEC 10, 2014 - BOS @ CHA",A,L,-9,5,2,197,2.0,0,0.9,19.0,2,"Jefferson, Al",2744,5.0,tyler zeller,203092
made,21400626,"JAN 21, 2015 - UTA @ CLE",A,L,-14,14,4,643,3.9,1,1.2,10.7,2,"Thompson, Tristan",202684,3.4,enes kanter,202683
made,21400459,"DEC 29, 2014 - MIL @ CHA",A,W,10,3,1,97,14.2,2,3.1,2.0,2,"Williams, Marvin",101107,1.2,giannis antetokounmpo,203507
missed,21400188,"NOV 22, 2014 - DAL @ HOU",A,L,-3,7,4,360,12.7,0,0.8,25.8,3,"Harden, James",201935,8.7,devin harris,2734
missed,21400090,"NOV 09, 2014 - BKN vs. ORL",H,W,8,6,4,707,24.0,0,0.8,1.8,2,"Gordon, Aaron",203932,2.1,mason plumlee,203486
missed,21400396,"DEC 20, 2014 - HOU vs. ATL",H,L,-7,8,3,305,8.6,1,2.6,5.7,2,"Antic, Pero",203544,0.1,dwight howard,2730
missed,21400500,"JAN 03, 2015 - MEM @ DEN",A,L,-29,5,1,57,16.8,10,7.4,7.0,2,"Afflalo, Arron",201167,1.5,mike conley,201144
missed,21400065,"NOV 05, 2014 - MEM @ PHX",A,W,11,2,1,495,14.7,0,0.8,9.6,2,"Plumlee, Miles",203101,4.5,marc gasol,201188
missed,21400851,"FEB 25, 2015 - UTA vs. LAL",H,L,-3,1,1,644,9.9,2,2.5,19.9,2,"Sacre, Robert",203135,5.9,jon ingles,204060
missed,21400856,"FEB 27, 2015 - CLE @ IND",A,L,-7,18,4,357,7.7,0,0.8,24.7,3,"Miles, CJ",101139,5.1,kevin love,201567
made,21400870,"FEB 28, 2015 - WAS vs. DET",H,W,4,3,1,388,2.8,0,0.8,15.1,2,"Jackson, Reggie",202704,2.8,nene hilario,2403
missed,21400294,"DEC 07, 2014 - WAS @ BOS",A,L,-8,18,4,361,13.4,7,6.0,14.9,2,"Turner, Evan",202323,0.5,bradley beal,203078
missed,21400796,"FEB 11, 2015 - CLE vs. MIA",H,W,20,9,4,180,12.6,1,2.2,6.3,2,"Whiteside, Hassan",202355,0.5,timofey mozgov,202389
